Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw,agesq
93213,990113012336190,April,NE,845.0889,2307.69,40,40,1,,49,2,5,0,0,"Native, Born In US",4,Hospitals (622),630,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,57.69225,4.0551228490683195,2401
93216,10071169360520,April,NE,862.3462,1000.0,40,43,1,1.0,54,2,5,0,0,"Native, Born In US",4,Individual and family services (6241),565,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,25.0,3.2188758248682006,2916
93372,322890620191305,April,NV,1436.877,1480.76,90,40,6,,48,1,1,2,3,"Native, Born Abroad Of US Parent(s)",8,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,16.45288888888889,2.8005010781384647,2304
93609,190923066336734,April,NV,1357.558,2884.61,40,39,1,,49,1,1,0,0,"Native, Born In US",8,Glass and glass product manufacturing (3272),600,"Private, For Profit",No,No,Employed-At Work,1.0,0,72.11525,4.27826553371462,2401
93610,190923066336734,April,NV,1341.4911,1307.69,40,39,1,,49,2,1,0,0,"Native, Born In US",8,Hospitals (622),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,32.69225,3.4871380467554407,2401
93635,306902743997432,April,NV,1904.1906,57.69,5,44,1,1.0,40,1,7,0,0,"Native, Born In US",8,"** Groceries and related products, merchant wholesalers (*4244)",700,Government - Federal,No,No,Employed-At Work,1.0,0,11.538,2.4456459358346976,1600
93737,570830092136599,April,NH,497.7211,2692.3,60,42,1,,43,1,1,2,3,"Native, Born In US",1,Wired telecommunications carriers (*5171),630,"Private, For Profit",No,No,Employed-At Work,1.0,0,44.87166666666667,3.8038065636409746,1849
93772,51043157360420,April,NH,493.1053,1423.07,37,39,1,,53,2,5,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",630,Government - State,No,No,Employed-At Work,1.0,1,38.46135135135135,3.6496538760839567,2809
93818,260838071436959,April,NH,645.6974,1250.0,40,43,4,,39,2,1,0,0,"Native, Born Abroad Of US Parent(s)",1,"Non-depository credit and related activities (5222, 5223)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,31.25,3.4420193761824107,1521
93848,374922604068389,April,NH,493.6748,961.0,40,39,1,,45,2,1,2,4,"Native, Born In US",1,"Commercial, industrial, and other intangible assets rental and leasing (5324, 533)",700,"Private, For Profit",No,No,Employed-At Work,1.0,1,24.025,3.1790949548563563,2025
94178,230309931826491,April,NH,457.3029,2884.61,72,40,1,,57,1,1,0,0,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.06402777777778,3.690478868812501,3249
94181,230309987764291,April,NH,457.3029,1750.0,40,39,1,,57,1,1,0,0,"Native, Born In US",1,** Construction (23),600,"Private, For Profit",Yes,,Employed-At Work,1.0,0,43.75,3.7784916128036232,3249
94214,665373989300968,April,NH,493.6748,1480.76,50,42,1,,49,2,5,0,0,"Native, Born In US",1,Printing and related support activities (3231),710,"Private, For Profit",No,No,Employed-At Work,1.0,1,29.6152,3.3882877430405838,2401
94374,280848096136379,April,NJ,3143.1876,1807.0,36,43,1,,53,2,1,1,4,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,50.19444444444444,3.9159043521361183,2809
94424,395956707017427,April,NJ,3559.3799,903.84,38,44,4,,62,1,1,0,0,"Foreign Born, US Cit By Naturalization",2,Hospitals (622),530,"Private, For Profit",Yes,,Employed-At Work,1.0,0,23.785263157894736,3.169066193850566,3844
94439,397912202074409,April,NJ,3926.7767,1884.0,40,44,4,,40,1,1,2,3,"Foreign Born, US Cit By Naturalization",2,Pharmaceutical and medicine manufacturing (3254),740,"Private, For Profit",No,No,Employed-At Work,1.0,0,47.1,3.8522730010223722,1600
94492,489170686860963,April,NJ,3268.3638,2884.0,60,43,1,,54,1,1,5,10,"Native, Born In US",2,"*** Wholesale electronic markets, agents and brokers New industry (*4251)",530,"Private, For Profit",No,No,Employed-At Work,1.0,0,48.06666666666667,3.8725889361827392,2916
94680,986054882329060,April,NJ,3143.1876,920.0,40,42,1,,51,2,1,0,0,"Native, Born In US",2,Advertising and related services (5418),725,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.0,3.1354942159291497,2601
94744,47533250980291,April,NM,1504.9148,440.0,40,41,1,8.0,27,1,7,0,0,"Native, Born In US",8,"Architectural, engineering, and related services (5413)",630,"Private, For Profit",Yes,,Employed-At Work,1.0,0,11.0,2.3978952727983707,729
94997,11343660961297,April,NY,2867.8829,418.4,40,40,2,,63,2,4,0,0,"Native, Born In US",2,"Non-depository credit and related activities (5222, 5223)",650,"Private, For Profit",No,No,Employed-At Work,1.0,1,10.459999999999999,2.347558458636777,3969
95049,62423260963598,April,NY,4257.0748,1000.0,40,43,1,2.0,43,2,5,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.0,3.2188758248682006,1849
95057,65392809600228,April,NY,3543.0913,2211.53,40,43,1,,38,2,7,0,0,"Native, Born In US",2,"Jewelry, luggage, and leather goods stores (4483)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,55.288250000000005,4.012560408555747,1444
95064,86763260968195,April,NY,3751.7078,1211.53,50,43,1,,26,2,7,0,0,"Native, Born In US",2,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",520,"Private, For Profit",No,No,Employed-At Work,1.0,1,24.2306,3.187616297212723,676
95160,322392719600725,April,NY,3543.3153,2884.61,40,43,1,,39,1,1,1,3,"Native, Born In US",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,72.11525,4.27826553371462,1521
95161,322392719600725,April,NY,3578.9852,1153.0,40,43,1,8.0,28,2,1,1,3,"Native, Born In US",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,28.825,3.3612430661551227,784
95304,596899660699303,April,NY,3751.7078,461.53,20,43,1,,26,2,7,0,0,"Native, Born Abroad Of US Parent(s)",2,Internet publishing and broadcasting and web search portals (51913),735,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.0765,3.1388147836932734,676
95426,721394828600935,April,NY,2951.7738,420.0,40,41,2,,45,2,7,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",Yes,,Employed-At Work,1.0,1,10.5,2.3513752571634776,2025
95677,230609991563972,April,NY,3560.3593,1423.0,40,43,1,,51,2,1,0,0,"Native, Born In US",2,4195,520,"Private, For Profit",No,No,Employed-At Work,1.0,1,35.575,3.571643143975916,2601
95698,350169007736950,April,NY,3369.7261,1330.0,38,42,1,,34,1,1,4,14,"Native, Born In US",2,"Administration of economic programs and space research (926, 927)",630,Government - State,Yes,,Employed-At Work,1.0,0,35.0,3.5553480614894135,1156
95706,391962903092657,April,NY,3077.9865,961.0,40,43,1,,46,1,1,2,3,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",565,"Private, For Profit",No,No,Employed-At Work,1.0,0,24.025,3.1790949548563563,2116
95851,686749420359309,April,NY,3381.7792,636.5,38,43,1,,40,1,7,0,0,"Native, Born In US",2,Hospitals (622),530,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,16.75,2.8183982582710754,1600
95913,886849220519307,April,NY,5413.4386,600.0,40,40,3,,30,2,1,1,2,"Native, Born In US",2,Business support services (5614),650,"Private, For Profit",Yes,,Employed-At Work,1.0,1,15.0,2.70805020110221,900
95928,908096842329270,April,NY,2933.0231,1750.0,40,40,1,,61,1,1,0,0,"Native, Born In US",2,Labor unions (81393),630,"Private, Nonprofit",Yes,,Employed-At Work,1.0,0,43.75,3.7784916128036232,3721
96090,106990520860307,April,NY,3509.9328,1326.92,40,43,1,,39,2,5,2,3,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,33.173,3.5017362920407646,1521
96154,60390509700933,April,NC,3527.9864,807.69,40,43,2,,35,1,7,0,0,"Native, Born In US",5,"Fabric mills, except knitting (3132 exc. 31324)",565,"Private, For Profit",No,No,Employed-At Work,1.0,0,20.19225,3.005298867423203,1225
96161,85027139320360,April,NC,2902.1971,1576.92,40,40,1,,40,2,1,2,3,"Native, Born In US",5,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,39.423,3.674349402329611,1600
96272,928396899700967,April,NC,3244.1748,807.69,40,43,1,,51,2,5,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,20.19225,3.005298867423203,2601
96298,54743270011601,April,NC,3259.971,420.0,40,40,2,,50,2,2,1,4,"Native, Born In US",5,Hospitals (622),700,Government - Federal,No,No,Employed-At Work,1.0,1,10.5,2.3513752571634776,2500
96330,137930920350304,April,NC,3358.534,961.0,40,43,1,,45,1,1,2,3,"Native, Born In US",5,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,24.025,3.1790949548563563,2025
96365,390982705095789,April,NC,3053.4722,884.0,49,43,10,,57,2,3,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),700,"Private, For Profit",No,No,Employed-At Work,1.0,1,18.040816326530614,2.892636764527017,3249
96425,710100668360063,April,NC,5080.3144,600.0,40,40,10,,28,2,7,0,0,"Native, Born In US",5,Employment services (5613),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,784
96488,95087170320990,April,NC,3901.0371,640.0,40,43,1,,23,2,7,0,0,"Native, Born In US",5,"Iron and steel mills and steel product manufacturing (3311, 3312)",530,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,16.0,2.772588722239781,529
96650,27395989700986,April,NC,3432.6506,1923.0,40,44,1,,26,2,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),640,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,48.075,3.8727622914748436,676
96875,6101033201228,April,ND,488.0145,119.2,16,41,1,,23,2,7,0,0,"Native, Born In US",4,Hospitals (622),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,7.45,2.0082140323914683,529
96877,6900903991918,April,ND,413.5557,600.0,40,39,1,,32,2,5,2,3,"Native, Born In US",4,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,1024
96903,86048186360420,April,ND,395.0204,807.0,40,43,1,,38,2,1,2,8,"Native, Born In US",4,"Architectural, engineering, and related services (5413)",710,Government - State,No,No,Employed-At Work,1.0,1,20.175,3.0044442141560124,1444
96934,303046405083812,April,ND,413.5557,711.0,40,44,1,,31,2,1,2,5,"Native, Born In US",4,"Other health care services (6215, 6219)",640,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.775,2.8777929756893044,961
96963,393912601095829,April,ND,430.8975,578.0,40,42,1,,61,1,1,0,0,"Native, Born In US",4,Individual and family services (6241),630,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,14.45,2.670694414558441,3721
96970,399956800058849,April,ND,378.8853,507.69,80,40,1,,35,1,5,0,0,"Native, Born In US",4,Support activities for mining (213),740,"Private, For Profit",No,No,Employed-At Work,1.0,0,6.346125,1.8478443904142225,1225
96985,630807964824698,April,ND,436.5605,620.07,40,43,1,,48,2,5,0,0,"Native, Born In US",4,Public finance activities (92113),565,Government - State,No,No,Employed-At Work,1.0,1,15.501750000000001,2.740952920777918,2304
97014,810640628480063,April,ND,395.0204,807.0,40,43,1,,36,2,1,3,3,"Native, Born In US",4,"Architectural, engineering, and related services (5413)",710,Government - State,No,No,Employed-At Work,1.0,1,20.175,3.0044442141560124,1296
97030,869760882610963,April,ND,456.1433,1923.0,40,43,1,,64,1,1,0,0,"Native, Born In US",4,Administration of human resource programs (923),565,Government - Local,No,No,Employed-At Work,1.0,0,48.075,3.8727622914748436,4096
97055,983259016907090,April,ND,382.8553,1057.69,40,44,1,,60,2,1,0,0,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.44225,3.274963109698682,3600
97187,46713290012801,April,OH,2761.1016,2000.0,40,43,1,,59,2,1,0,0,"Native, Born In US",3,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",530,Government - State,Yes,,Employed-At Work,1.0,1,50.0,3.912023005428146,3481
97189,46943290015105,April,OH,3174.8809,1346.15,40,40,1,,41,2,1,2,10,"Native, Born In US",3,"** Metals and minerals, except petroleum, merchant wholesalers (*4235)",520,"Private, For Profit",No,No,Employed-At Work,1.0,1,33.65375,3.516124491189194,1681
97206,76873690968991,April,OH,3051.5944,1653.84,40,44,1,,49,2,1,3,10,"Native, Born In US",3,"Banking and related activities (521, 52211,52219)",640,"Private, For Profit",No,No,Employed-At Work,1.0,1,41.346,3.721975681603126,2401
97282,230909987320474,April,OH,3051.5944,1009.64,40,39,1,,48,2,5,1,4,"Native, Born In US",3,Insurance carriers and related activities (524),540,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,25.241,3.228469656539522,2304
97403,602903443996009,April,OH,3174.8809,615.38,40,44,1,,42,2,1,1,4,"Native, Born In US",3,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",630,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,15.3845,2.733360509058375,1764
97506,911079645329080,April,OH,2957.8432,1692.0,40,43,1,,49,1,1,1,3,"Native, Born In US",3,Insurance carriers and related activities (524),540,Government - State,No,No,Employed-At Work,1.0,0,42.3,3.744787086052232,2401
97532,960697091736889,April,OH,3539.0174,400.0,40,32,1,,39,2,1,4,15,"Native, Born In US",3,Advertising and related services (5418),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,10.0,2.302585092994046,1521
97728,893728022909967,April,OH,2843.826,960.0,40,43,1,,34,1,1,3,11,"Native, Born In US",3,Tire manufacturing (32621),740,"Private, For Profit",No,No,Employed-At Work,1.0,0,24.0,3.1780538303479458,1156
97920,166070146420960,April,OK,3616.6685,1153.84,45,39,7,,34,2,2,1,1,"Native, Born In US",7,"Banking and related activities (521, 52211,52219)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.640888888888888,3.244188299504935,1156
97973,664040957469030,April,OK,1983.9307,1923.0,50,41,1,,56,2,6,0,0,"Native, Born In US",7,Other personal services (8129),725,"Private, For Profit",No,No,Employed-At Work,1.0,1,38.46,3.6496187401606335,3136
97982,760101009542680,April,OK,1922.9197,1240.0,40,39,1,,61,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),530,Government - State,Yes,,Employed-At Work,1.0,1,31.0,3.4339872044851463,3721
98094,127493559000998,April,OK,2194.3327,738.46,40,40,2,,38,1,1,2,10,"Native, Born In US",7,"Management, scientific, and technical consulting services (5416)",700,Government - Federal,No,No,Employed-At Work,1.0,0,18.4615,2.9156874825449512,1444
98163,497932000099139,April,OR,2555.4599,1057.69,40,44,1,,29,1,7,0,0,"Native, Born In US",9,Truck transportation (484),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,26.44225,3.274963109698682,841
98172,606904344798281,April,OR,2131.1736,1153.84,45,43,1,,31,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),726,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.640888888888888,3.244188299504935,961
98194,891589360327400,April,OR,2514.8819,461.53,40,43,1,,22,2,7,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",725,Government - State,No,No,Employed-At Work,1.0,1,11.53825,2.445667603133328,484
98250,306904104991691,April,OR,2571.0731,390.0,25,42,1,,46,2,1,0,0,"Native, Born In US",9,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",530,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.6,2.747270914255491,2116
98510,502908854999702,April,PA,3443.7651,1557.69,45,44,1,,33,1,7,0,0,"Native, Born In US",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,34.61533333333333,3.54429674382025,1089
98697,240209965826478,April,PA,2919.7225,1442.3,40,43,1,,47,1,1,2,4,"Native, Born In US",2,Other information services (*5191 exc. 51912),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,36.0575,3.585114886475528,2209
98712,259620906790924,April,PA,4118.002,521.6,40,43,1,,22,2,7,0,0,"Native, Born In US",2,Automotive equipment rental and leasing (5321),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.040000000000001,2.568021556498507,484
98751,320495599200915,April,PA,2801.4696,884.0,55,43,1,,48,1,1,2,6,"Native, Born In US",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",565,"Private, For Profit",No,No,Employed-At Work,1.0,0,16.072727272727274,2.7771238774051725,2304
98954,962012820469350,April,PA,4061.3962,1923.0,40,43,1,,29,1,1,0,0,"Native, Born In US",2,Computer systems design and related services (5415),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,48.075,3.8727622914748436,841
99181,527498119200944,April,PA,3269.1451,300.0,20,43,1,,41,1,7,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,15.0,2.70805020110221,1681
99245,74894240963893,April,RI,531.4406,850.0,40,43,1,,26,1,7,0,0,"Native, Born In US",1,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,21.25,3.056356895370426,676
99469,244140012907098,April,RI,437.213,2884.61,60,43,1,,59,1,1,0,0,"Native, Born In US",1,"Non-depository credit and related activities (5222, 5223)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,48.07683333333333,3.8728004256064557,3481
99471,244140016904078,April,RI,391.9003,1000.0,40,43,1,,44,2,1,3,10,"Native, Born In US",1,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.0,3.2188758248682006,1936
99484,306704104991694,April,RI,432.6843,1538.46,40,44,1,,35,2,1,2,3,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,38.4615,3.649657740960155,1225
99496,344891016001315,April,RI,391.9003,1000.0,40,39,1,,41,2,1,0,0,"Native, Born In US",1,"** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.0,3.2188758248682006,1681
99540,469750666900924,April,RI,432.6843,1673.07,45,44,1,,39,2,1,1,3,"Native, Born In US",1,"Community food and housing, and emergency services (6242)",710,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,37.17933333333333,3.615753051345378,1521
99586,570545097142279,April,RI,394.4407,865.38,55,43,1,,32,1,1,0,0,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",630,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,15.734181818181819,2.755835531591003,1024
99618,664079520699406,April,RI,420.5093,2403.0,55,44,1,,39,1,1,2,8,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,43.69090909090909,3.777140050503998,1521
99756,454468026909895,April,SC,2155.0404,1250.0,40,44,1,,63,1,5,0,0,"Native, Born In US",5,Building material and supplies dealers (4441 exc. 44413),520,"Private, For Profit",No,No,Employed-At Work,1.0,0,31.25,3.4420193761824107,3969
99945,2906274994525,April,SC,2587.2208,1153.84,45,43,1,,40,2,1,2,10,"Native, Born In US",5,"Radio and television broadcasting and cable (5151, 5152, 5175)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.640888888888888,3.244188299504935,1600
99950,20314250987492,April,SC,2432.156,792.3,50,43,1,,59,2,1,0,0,"Native, Born In US",5,Hospitals (622),630,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,15.845999999999998,2.76291710254305,3481
100142,369494519600951,April,SD,363.0529,1153.84,40,43,1,,48,2,1,1,4,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,28.845999999999997,3.3619713351613183,2304
100214,506703094990616,April,SD,351.302,1134.61,40,40,1,,50,1,5,0,0,"Native, Born In US",4,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.365249999999996,3.34516480441852,2500
100359,497952202007629,April,SD,268.1041,611.6,40,44,2,,40,2,6,0,0,"Native, Born In US",4,"Non-depository credit and related activities (5222, 5223)",565,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.290000000000001,2.727199019940971,1600
100472,240709997800199,April,TN,3749.1415,711.0,40,43,1,,26,2,7,0,0,"Foreign Born, Not a US Citizen",6,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.775,2.8777929756893044,676
100616,627809520019406,April,TN,4371.9668,865.38,45,43,2,,26,2,5,0,0,"Native, Born In US",6,Services incidental to transportation (488),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.230666666666668,2.956506227053154,676
100619,702902044990477,April,TN,3133.1257,1288.46,45,40,1,,43,2,1,1,4,"Native, Born In US",6,Electronic and precision equipment repair and maintenance (8112),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,28.632444444444445,3.3545404959907925,1849
100716,640706910751594,April,TN,4911.5515,1211.53,40,44,1,,28,1,1,1,1,"Native, Born In US",6,National security and international affairs (928),530,Government - Federal,No,No,Employed-At Work,1.0,0,30.288249999999998,3.410759848526933,784
100717,640706937805390,April,TN,3401.177,740.0,40,39,1,,36,2,3,1,4,"Native, Born In US",6,Aircraft and parts manufacturing (336411 to 336413),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,18.5,2.917770732084279,1296
100810,23404100800280,April,TX,3050.7366,2692.0,50,43,1,,36,2,5,1,1,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",726,"Private, For Profit",No,No,Employed-At Work,1.0,1,53.84,3.9860166853364722,1296
100871,102902164294988,April,TX,3951.3139,300.0,20,43,1,,60,1,4,0,0,"Native, Born In US",7,"Other administrative and other support services (5611, 5612, 5619)",725,"Private, For Profit",No,No,Employed-At Work,1.0,0,15.0,2.70805020110221,3600
100901,224491279800970,April,TX,7119.1864,826.92,50,40,6,1.0,43,1,1,1,3,"Foreign Born, US Cit By Naturalization",7,Investigation and security services (5616),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,16.5384,2.805684949728971,1849
101072,496916006080834,April,TX,3687.3591,1538.46,40,43,1,,29,2,5,1,2,"Native, Born In US",7,"Management, scientific, and technical consulting services (5416)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,38.4615,3.649657740960155,841
101124,640800043496445,April,TX,3439.34,1400.0,50,44,1,,30,2,7,0,0,"Native, Born In US",7,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,28.0,3.332204510175204,900
101131,640809915199174,April,TX,4754.9034,300.0,20,40,2,,21,2,7,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",726,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,441
101132,640809915199174,April,TX,4026.9394,300.0,30,40,2,,23,1,7,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",726,"Private, For Profit",No,No,Employed-At Work,1.0,0,10.0,2.302585092994046,529
101237,870380009042730,April,TX,3357.1147,2884.61,60,44,4,,41,1,1,0,0,"Foreign Born, US Cit By Naturalization",7,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,48.07683333333333,3.8728004256064557,1681
101244,878119620669402,April,TX,3176.1976,846.15,40,42,1,,64,2,4,0,0,"Native, Born In US",7,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.15375,3.0518171947401584,4096
101289,923499829800985,April,TX,3234.4953,1730.0,40,39,1,1.0,31,2,7,0,0,"Native, Born In US",7,****Department stores and discount stores (s45211),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,43.25,3.7669972333778885,961
101318,960683094446459,April,TX,4102.6254,2596.15,40,43,1,7.0,32,1,1,0,0,"Foreign Born, Not a US Citizen",7,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",700,"Private, For Profit",No,No,Employed-At Work,1.0,0,64.90375,4.172905403242624,1024
101359,3068125460420,April,TX,3848.8602,692.3,40,43,1,,25,1,7,0,0,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",630,"Private, For Profit",No,No,Employed-At Work,1.0,0,17.307499999999997,2.8511399335700434,625
101438,73824680035306,April,TX,3577.1837,923.07,40,40,1,1.0,35,1,7,0,0,"Native, Born In US",7,** Construction (23),600,"Private, For Profit",No,No,Employed-At Work,1.0,0,23.07675,3.1388256171665394,1225
101496,178180360300409,April,TX,3243.5215,2365.38,40,43,2,,40,2,7,0,0,"Native, Born In US",7,Computer systems design and related services (5415),710,"Private, For Profit",No,No,Employed-At Work,1.0,1,59.1345,4.079814510437775,1600
101534,260184003546200,April,TX,3848.8602,960.0,40,43,1,,28,1,7,0,0,"Native, Born In US",7,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",630,"Private, For Profit",No,No,Employed-At Work,1.0,0,24.0,3.1780538303479458,784
101711,642068981469290,April,TX,8506.7574,300.0,30,40,2,,23,2,7,1,2,"Native, Born In US",7,Restaurants and other food services (722 exc. 7224),725,"Private, For Profit",No,No,Employed-At Work,1.0,1,10.0,2.302585092994046,529
101719,680183007342170,April,TX,3285.6857,923.07,40,40,1,,45,2,5,0,0,"Native, Born In US",7,Nursing care facilities (6231),735,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.07675,3.1388256171665394,2025
101741,702906744294208,April,TX,3615.8283,521.6,40,43,1,,22,2,7,0,0,"Native, Born In US",7,Employment services (5613),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.040000000000001,2.568021556498507,484
101830,884572016909966,April,TX,3501.0558,1442.3,40,42,1,,53,2,1,0,0,"Native, Born In US",7,"Electric power generation, transmission and distribution (Pt. 2211)",725,"Private, For Profit",No,No,Employed-At Work,1.0,1,36.0575,3.585114886475528,2809
101999,496932609058889,April,TX,3242.8191,936.7,40,40,1,,60,1,1,0,0,"Native, Born In US",7,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,23.4175,3.1534836061011484,3600
102279,67099152460420,April,UT,1722.9254,360.0,30,40,1,,48,2,1,0,0,"Native, Born In US",8,"Management, scientific, and technical consulting services (5416)",530,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.0,2.4849066497880004,2304
102331,329579460699402,April,UT,1725.9296,500.0,40,42,1,,21,2,5,0,0,"Native, Born In US",8,Warehousing and storage (493),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,12.5,2.5257286443082556,441
102485,267496219900972,April,UT,1646.1159,192.3,25,40,1,,23,1,1,0,0,"Native, Born In US",8,"** Miscellaneous durable goods, merchant wholesalers (*4239 exc. 42393)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,7.692,2.0401808277265334,529
102520,706902624997219,April,UT,1583.4062,1442.3,40,43,1,,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",726,Government - State,No,No,Employed-At Work,1.0,0,36.0575,3.585114886475528,3481
102609,250009933096596,April,VT,326.2176,921.15,40,39,1,,46,2,1,3,4,"Native, Born In US",1,National security and international affairs (928),565,Government - Federal,No,Yes,Employed-At Work,1.0,1,23.02875,3.1367434353295818,2116
